food_id,source_name,name_vi,name_en,category_vi,category_en,item_type,processing_level,recommendation_priority,water_g,kcal_per_100g,protein_g,fat_g,carb_g,fiber_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,iron_mg,magnesium_mg,zinc_mg,cholesterol_mg,saturated_fat_g,trans_fat_g,purine_mg
FOOD003137,SR Legacy,"Cá, cá ngừ, nhẹ, đóng hộp trong nước, không muối, phần cái đã ráo nước","Fish, tuna, light, canned in water, without salt, drained solids","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,beverage,processed,medium,75.21,116.0,25.51,0.82,0.0,0.0,0.0,50.0,237.0,163.0,11.0,1.53,27.0,0.77,30.0,0.234,,
FOOD003138,SR Legacy,"Cá, cá ngừ, trắng, đóng hộp trong dầu, không muối, phần cái đã ráo nước","Fish, tuna, white, canned in oil, without salt, drained solids","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,prepared_food,processed,medium,64.02,186.0,26.53,8.08,0.0,0.0,,50.0,333.0,267.0,4.0,0.65,34.0,0.47,31.0,1.65,,
FOOD003139,SR Legacy,"Cá, cá ngừ, trắng, đóng hộp trong nước, không muối, phần cái đã ráo nước","Fish, tuna, white, canned in water, without salt, drained solids","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,beverage,processed,medium,74.02,128.0,23.62,2.97,0.0,0.0,,50.0,237.0,217.0,14.0,0.97,33.0,0.48,42.0,0.792,,
FOOD003140,SR Legacy,"Cá, cá vược, nước ngọt, nhiều loài, chín, nhiệt khô","Fish, bass, freshwater, mixed species, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,beverage,minimally_processed,high,68.79,146.0,24.18,4.73,0.0,0.0,,90.0,456.0,256.0,103.0,1.91,38.0,0.83,87.0,1.001,,
FOOD003141,SR Legacy,"Cá, cá tuyết, Pacific, chín, nhiệt khô (có thể chứa phụ gia giữ ẩm)","Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,80.31,85.0,18.73,0.5,0.0,0.0,0.0,372.0,289.0,345.0,10.0,0.2,24.0,0.39,57.0,0.105,0.006,
FOOD003142,SR Legacy,"Cá, cusk, chín, nhiệt khô","Fish, cusk, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,69.68,112.0,24.35,0.88,0.0,0.0,,40.0,503.0,262.0,13.0,1.06,40.0,0.49,53.0,,,
FOOD003143,SR Legacy,"Cá, mahimahi, chín, nhiệt khô","Fish, mahimahi, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,71.22,109.0,23.72,0.9,0.0,0.0,,113.0,533.0,183.0,19.0,1.45,38.0,0.59,94.0,0.241,,
FOOD003144,SR Legacy,"Cá, cá đù, nước ngọt, chín, nhiệt khô","Fish, drum, freshwater, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,beverage,minimally_processed,high,70.94,153.0,22.49,6.32,0.0,0.0,,96.0,353.0,231.0,77.0,1.15,38.0,0.85,82.0,1.434,,
FOOD003145,SR Legacy,"Cá, cá thu, Pacific và jack, nhiều loài, chín, nhiệt khô","Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,61.73,201.0,25.73,10.12,0.0,0.0,0.0,110.0,521.0,160.0,29.0,1.49,36.0,0.86,60.0,2.881,,
FOOD003146,SR Legacy,"Cá, milkfish, chín, nhiệt khô","Fish, milkfish, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,62.63,190.0,26.32,8.63,0.0,0.0,,92.0,374.0,208.0,65.0,0.41,38.0,1.05,67.0,,,
FOOD003147,SR Legacy,"Cá, monkfish, chín, nhiệt khô","Fish, monkfish, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,78.51,97.0,18.56,1.95,0.0,0.0,,23.0,513.0,256.0,10.0,0.41,27.0,0.53,32.0,,,
FOOD003148,SR Legacy,"Cá, cá chó, walleye, chín, nhiệt khô","Fish, pike, walleye, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,73.47,119.0,24.54,1.56,0.0,0.0,,65.0,499.0,269.0,141.0,1.67,38.0,0.79,110.0,0.319,,
FOOD003149,SR Legacy,"Cá, cá hồi, Atlantic, tự nhiên, chín, nhiệt khô","Fish, salmon, Atlantic, wild, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,59.62,182.0,25.44,8.13,0.0,0.0,,56.0,628.0,256.0,15.0,1.03,37.0,0.82,71.0,1.257,,
FOOD003151,SR Legacy,"Cá, cá hồi, chum, chín, nhiệt khô","Fish, salmon, chum, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,68.44,154.0,25.82,4.83,0.0,0.0,,64.0,550.0,363.0,14.0,0.71,28.0,0.6,95.0,1.077,,
FOOD003152,SR Legacy,"Cá, cá hồi, hồng, chín, nhiệt khô","Fish, salmon, pink, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,70.65,153.0,24.58,5.28,0.0,0.0,0.0,90.0,439.0,313.0,8.0,0.45,32.0,0.46,55.0,0.971,0.041,
FOOD003153,SR Legacy,"Cá, sucker, trắng, chín, nhiệt khô","Fish, sucker, white, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,73.99,119.0,21.49,2.97,0.0,0.0,,51.0,487.0,269.0,90.0,1.67,38.0,0.96,53.0,0.579,,
FOOD003154,SR Legacy,"Cá, sunfish, bí đỏ hạt, chín, nhiệt khô","Fish, sunfish, pumpkin seed, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,73.72,114.0,24.87,0.9,0.0,0.0,,103.0,449.0,231.0,103.0,1.54,38.0,1.99,86.0,0.178,,
FOOD003155,SR Legacy,"Cá, cá hồi vân, nhiều loài, chín, nhiệt khô","Fish, trout, mixed species, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,63.36,190.0,26.63,8.47,0.0,0.0,,67.0,463.0,314.0,55.0,1.92,28.0,0.85,74.0,1.474,,
FOOD003156,SR Legacy,"Cá, cá ngừ, skipjack, tươi, chín, nhiệt khô","Fish, tuna, skipjack, fresh, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,62.28,132.0,28.21,1.29,0.0,0.0,,47.0,522.0,285.0,37.0,1.6,44.0,1.05,60.0,0.42,,
FOOD003157,SR Legacy,"Cá, cá ngừ, yellowfin, tươi, chín, nhiệt khô","Fish, tuna, yellowfin, fresh, cooked, dry heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,68.98,130.0,29.15,0.59,0.0,0.0,0.0,54.0,527.0,333.0,4.0,0.92,42.0,0.45,47.0,0.205,0.02,
FOOD003158,SR Legacy,"Động vật giáp xác, cua, dungeness, chín, nhiệt ẩm","Crustaceans, crab, dungeness, cooked, moist heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,73.31,110.0,22.32,1.24,0.95,0.0,,378.0,408.0,175.0,59.0,0.43,58.0,5.47,76.0,0.168,,
FOOD003159,SR Legacy,"Động vật giáp xác, cua, queen, chín, nhiệt ẩm","Crustaceans, crab, queen, cooked, moist heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,75.1,115.0,23.72,1.51,0.0,0.0,,691.0,200.0,128.0,33.0,2.88,63.0,3.59,71.0,0.183,,
FOOD003160,SR Legacy,"Động vật giáp xác, spiny tôm hùm, nhiều loài, chín, nhiệt ẩm","Crustaceans, spiny lobster, mixed species, cooked, moist heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,66.76,143.0,26.41,1.94,3.12,0.0,,227.0,208.0,229.0,63.0,1.41,51.0,7.27,90.0,0.303,,
FOOD003161,SR Legacy,"Động vật thân mềm, cuttlefish, nhiều loài, chín, nhiệt ẩm","Mollusks, cuttlefish, mixed species, cooked, moist heat","Cá, hải sản và sản phẩm liên quan",Finfish and Shellfish Products,cooked_food,minimally_processed,high,61.12,158.0,32.48,1.4,1.64,0.0,,744.0,637.0,580.0,180.0,10.84,60.0,3.46,224.0,0.236,,
FOOD003162,SR Legacy,"Mì ống/nui, chín, không tăng cường vi chất, có thêm muối","Pasta, cooked, unenriched, with added salt",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,high,62.13,157.0,5.8,0.93,30.59,1.8,0.56,131.0,44.0,58.0,7.0,0.5,18.0,0.51,0.0,0.176,0.0,
FOOD003163,SR Legacy,"Bột ngô, đã tách mầm, không tăng cường vi chất, trắng","Cornmeal, degermed, unenriched, white",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,11.18,370.0,7.11,1.75,79.45,3.9,1.61,7.0,142.0,99.0,3.0,1.1,32.0,0.66,0.0,0.22,0.0,
FOOD003164,SR Legacy,"Bột mì, trắng (công nghiệp), 9% đạm, đã tẩy trắng, tăng cường vi chất","Wheat flour, white (industrial), 9% protein, bleached, enriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,11.85,367.0,8.89,1.43,77.32,,0.54,2.0,131.0,85.0,20.0,5.06,20.0,0.94,0.0,0.34,,
FOOD003165,SR Legacy,"Bột mì, trắng (công nghiệp), 9% đạm, đã tẩy trắng, không tăng cường vi chất","Wheat flour, white (industrial), 9% protein, bleached, unenriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,11.85,367.0,8.89,1.43,77.32,2.4,0.54,2.0,131.0,85.0,20.0,1.26,20.0,0.94,0.0,0.34,,
FOOD003166,SR Legacy,"Bột mì, trắng (công nghiệp), 10% đạm, đã tẩy trắng, tăng cường vi chất","Wheat flour, white (industrial), 10% protein, bleached, enriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,12.01,366.0,9.71,1.48,76.22,2.4,0.49,2.0,149.0,107.0,20.0,5.06,25.0,1.02,0.0,0.302,,
FOOD003167,SR Legacy,"Bột mì, trắng (công nghiệp), 10% đạm, đã tẩy trắng, không tăng cường vi chất","Wheat flour, white (industrial), 10% protein, bleached, unenriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,12.01,366.0,9.71,1.48,76.22,2.4,0.49,2.0,149.0,107.0,20.0,1.26,25.0,1.02,0.0,0.302,,
FOOD003168,SR Legacy,"Bột mì, trắng (công nghiệp), 13% đạm, đã tẩy trắng, không tăng cường vi chất","Wheat flour, white (industrial), 13% protein, bleached, unenriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,12.82,362.0,13.07,1.38,72.2,2.4,1.1,2.0,128.0,119.0,24.0,1.26,35.0,1.6,0.0,0.189,,
FOOD003169,SR Legacy,"Bột mì, trắng (công nghiệp), 15% đạm, đã tẩy trắng, tăng cường vi chất","Wheat flour, white (industrial), 15% protein, bleached, enriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,12.85,362.0,15.33,1.41,69.88,2.4,0.92,2.0,120.0,128.0,17.0,5.06,38.0,1.16,0.0,0.272,,
FOOD003170,SR Legacy,"Bột mì, trắng (công nghiệp), 15% đạm, đã tẩy trắng, không tăng cường vi chất","Wheat flour, white (industrial), 15% protein, bleached, unenriched",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,12.85,362.0,15.33,1.41,69.88,2.4,0.92,2.0,120.0,128.0,17.0,1.26,38.0,1.16,0.0,0.272,,
FOOD003171,SR Legacy,Kê bột,Millet flour,Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,8.67,382.0,10.75,4.25,75.12,3.5,1.66,4.0,224.0,285.0,14.0,3.94,119.0,2.63,,0.536,0.002,
FOOD003172,SR Legacy,"Mì ống/nui, nguyên miếng hạt ngũ cốc, 51% nguyên miếng lúa mì, phần còn lại tăng cường vi chất bột mì semolina, chín","Pasta, whole grain, 51% whole wheat, remaining enriched semolina, cooked (Includes foods for USDA's Food Distribution Program)",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,high,61.49,156.0,5.67,1.48,30.87,4.5,0.65,4.0,71.0,97.0,11.0,1.58,41.0,1.02,,,,
FOOD003173,SR Legacy,"Mì ống/nui, nguyên miếng hạt ngũ cốc, 51% nguyên miếng lúa mì, phần còn lại tăng cường vi chất bột mì semolina, khô","Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry (Includes foods for USDA's Food Distribution Program)",Ngũ cốc và mì/nui,Cereal Grains and Pasta,basic_food,minimally_processed,high,9.23,361.0,13.2,2.55,73.3,11.3,2.2,12.0,318.0,252.0,25.0,3.41,94.0,2.2,,0.324,0.002,
FOOD003175,SR Legacy,"Mì ống/nui, không gluten, bột ngô và hạt diêm mạch bột, chín, ANCIENT HARVEST","Pasta, gluten-free, corn flour and quinoa flour, cooked, ANCIENT HARVEST",Ngũ cốc và mì/nui,Cereal Grains and Pasta,cooked_food,minimally_processed,high,63.2,152.0,3.23,2.07,31.11,3.3,0.3,4.0,63.0,91.0,7.0,0.72,41.0,0.7,0.0,0.152,0.006,
FOOD003176,SR Legacy,"Bò, thăn lưng ngắn, thăn chữ T bản lớn bít tết, chín, nướng","Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,55.6,276.0,25.4,18.57,0.0,0.0,0.0,64.0,257.0,208.0,19.0,3.0,20.0,4.13,83.0,7.481,1.117,
FOOD003177,SR Legacy,"Bò, thăn lưng ngắn, thăn chữ T bản lớn bít tết, sống","Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,65.49,208.0,20.69,13.27,0.0,0.0,0.0,42.0,235.0,179.0,19.0,2.13,10.0,3.09,60.0,5.696,0.829,
FOOD003178,SR Legacy,"Bò, thăn lưng ngắn, thăn chữ T bản lớn bít tết, chín, nướng","Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,56.87,263.0,26.21,16.75,0.0,0.0,0.0,63.0,259.0,212.0,20.0,3.2,20.0,4.26,79.0,6.843,1.049,
FOOD003179,SR Legacy,"Bò, thăn lưng ngắn, thăn chữ T bít tết, sống","Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,64.06,223.0,20.11,15.18,0.0,0.0,0.0,40.0,232.0,177.0,21.0,1.64,10.0,3.32,62.0,6.495,0.903,
FOOD003180,SR Legacy,"Bò, đùi sau, bắp đùi, phần chóp bên, bít tết, chín, nướng","Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,65.1,174.0,28.79,5.71,0.0,0.0,0.0,55.0,365.0,236.0,5.0,2.67,26.0,6.84,82.0,2.218,0.195,
FOOD003181,SR Legacy,"Bò, đùi sau, bắp đùi, phần chóp bên, bít tết, sống","Beef, round, knuckle, tip side, steak, separable lean and fat , trimmed to 0"" fat, select, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,73.52,123.0,21.96,3.24,0.0,0.0,0.0,57.0,386.0,219.0,5.0,2.38,25.0,5.74,61.0,1.225,0.117,
FOOD003182,SR Legacy,"Bò, đùi sau, bắp đùi, phần chóp bên, bít tết, chín, nướng","Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,66.28,160.0,29.24,3.91,0.0,0.0,0.0,52.0,365.0,245.0,5.0,2.98,27.0,8.06,78.0,1.267,0.114,
FOOD003183,SR Legacy,"Bò, vai, vai khối vai, thăn vai, lát tròn, sống","Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,raw_ingredient,unprocessed,high,72.87,145.0,20.51,6.36,0.0,0.0,0.0,59.0,339.0,200.0,5.0,2.01,23.0,3.98,56.0,2.328,0.219,
FOOD003184,SR Legacy,"Bò, vai, vai khối vai, vai phần trên và phần giữa bít tết, sống","Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,72.54,140.0,21.13,5.51,0.0,0.0,0.0,58.0,370.0,221.0,4.0,2.64,25.0,5.99,58.0,1.791,0.188,
FOOD003185,SR Legacy,"Bò, vai, vai khối vai, vai phần trên và phần giữa bít tết, chín, nướng","Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,64.65,176.0,26.66,6.94,0.0,0.0,0.0,62.0,401.0,249.0,5.0,3.23,28.0,7.58,77.0,2.235,0.242,
FOOD003186,SR Legacy,"Bò, vai, vai khối vai, phần trên nạc vai, bít tết, sống","Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,70.0,182.0,18.75,11.33,0.0,0.0,0.0,74.0,302.0,178.0,5.0,2.23,20.0,6.58,65.0,4.186,0.389,
FOOD003187,SR Legacy,"Bò, vai, vai khối vai, phần trên nạc vai, bít tết, chín, nướng","Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,61.93,228.0,24.7,13.59,0.0,0.0,0.0,78.0,317.0,199.0,6.0,2.78,23.0,8.77,83.0,5.432,0.524,
FOOD003188,SR Legacy,"Bò, đùi sau, bắp đùi, phần chóp phần giữa, bít tết, chín, nướng","Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,67.13,162.0,26.61,5.32,0.0,0.0,0.0,53.0,386.0,243.0,5.0,2.49,26.0,7.41,74.0,2.063,0.212,
FOOD003189,SR Legacy,"Bò, đùi sau, phía ngoài đùi sau, đùi sau dưới, bít tết, sống","Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,71.51,150.0,21.24,6.59,0.0,0.0,0.0,63.0,338.0,209.0,5.0,2.34,24.0,3.76,61.0,2.301,0.185,
FOOD003190,SR Legacy,"Bò, đùi sau, phía ngoài đùi sau, đùi sau dưới, bít tết, chín, nướng","Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,63.35,191.0,27.22,8.3,0.0,0.0,0.0,57.0,361.0,232.0,5.0,2.92,25.0,4.81,78.0,2.954,0.239,
FOOD003191,SR Legacy,"Bò, đùi sau, phía ngoài đùi sau, đùi sau dưới, bít tết, sống","Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,73.28,129.0,22.15,3.83,0.0,0.0,0.0,62.0,360.0,217.0,5.0,2.91,24.0,4.31,61.0,1.4,0.136,
FOOD003192,SR Legacy,"Bò, đùi sau, bắp đùi, phần chóp bên, bít tết, chín, nướng","Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,65.68,168.0,29.08,4.84,0.0,0.0,0.0,54.0,365.0,239.0,5.0,2.77,26.0,7.25,80.0,1.901,0.168,
FOOD003193,SR Legacy,"Bò, vai, vai khối vai, vai phần trên và phần giữa bít tết, sống","Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,72.51,141.0,20.67,5.88,0.0,0.0,0.0,60.0,355.0,215.0,4.0,2.31,24.0,5.49,57.0,1.985,0.196,
FOOD003194,SR Legacy,"Bò, vai, vai khối vai, vai phần trên và phần giữa bít tết, chín, nướng","Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,minimally_processed,high,64.88,182.0,26.3,7.66,0.12,0.0,0.0,60.0,361.0,232.0,5.0,2.79,26.0,7.09,76.0,2.765,0.275,
FOOD003195,SR Legacy,"Bò, vai, vai khối vai, phần trên nạc vai, bít tết, sống","Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",Thịt bò và sản phẩm từ thịt bò,Beef Products,beverage,unprocessed,high,70.46,176.0,18.99,10.52,0.0,0.0,0.0,74.0,309.0,184.0,6.0,2.36,21.0,6.88,66.0,3.945,0.371,
